article_id,periodical,periodical_label,title,issue_id,year,language,article_type,review_text_chars,review_strategy,n_trigger_windows,retrieval_hint_codes,packet_id,packet_article_position,no_relevant_discourse,insufficient_context,n_codes,n_possible,code_families_emitted,codes_emitted,legitimation_effect_present,polarity,basis_tags,n_basis_tags,derived_target,exclusion_boundary_present,right_to_define_present,annotation_notes,annotation_notes_words,source_result_file
1997-11-30-right-noticiario-flamenco,candil,Candil,Noticiario flamenco,1997-11,1997,es,article,3507,head_tail_windows,1,CRIT_01,chat_packet_345,5,False,False,2,2,AUTH|PED,AUTH_03|PED_03,True,legitimating,tradition|pedagogy,2,creative evolution and institutional formation at the Festival de Jerez,False,False,Truncated article; contest prize details at the ending are treated as administrative unless tied to evaluative discourse.,17,chat_packet_345_results.json
1998-01-3-left-nuevos-aires-y-renovada-ilusi-n,candil,Candil,Nuevos aires y renovada ilusión,1998-01,1998,es,editorial,3277,full,0,,chat_packet_346,1,False,False,2,1,CRIT,CRIT_01|CRIT_04,True,legitimating,criticism,1,Candil as a critical vehicle for flamenco valuation and dissemination,False,True,,0,chat_packet_346_results.json
1998-01-4-left-la-investigaci-n-del-flamenco-he,candil,Candil,"La investigación del flamenco: Hechos, problemas, perspectivas (una aproximación crítica)",1998-01,1998,es,article,4052,head_tail_windows,2,"CRIT_04, AUTH_03",chat_packet_346,2,False,False,4,0,AUTH|COMM|CRIT|HERIT,AUTH_03|COMM_04|CRIT_04|HERIT_01,True,contested,heritage|criticism|tradition|community,4,"flamenco research and cante as collective, traditional, and identity-marked culture",True,True,Article text is truncated; codes are limited to visible beginning/end context and evidence windows.,15,chat_packet_346_results.json
1998-01-21-left-ellos-los-protagonistas-dicen-ma,candil,Candil,"Ellos, los protagonistas, dicen... Mariana Cornejo",1998-01,1998,es,trofeo_section,3916,head_tail_windows,1,CRIT_02,chat_packet_346,3,False,False,2,2,COMM|CRIT,COMM_04|CRIT_02,True,legitimating,criticism|community,2,Mariana Cornejo's flamenco artistry,False,False,Article text is truncated; codes are limited to visible beginning/end context and evidence window.,15,chat_packet_346_results.json
1998-01-23-left-poema,candil,Candil,Poema,1998-01,1998,es,article,777,full,0,,chat_packet_346,4,True,False,0,0,,,False,neutral,,0,,False,False,"The visible poem contains no clear flamenco-related evaluative, authorizing, pedagogical, communal, heritage, or critical discourse.",16,chat_packet_346_results.json
1998-01-23-right-una-vida-llena-de-seis-figuras-d,candil,Candil,Pedro Bacán: Una vida llena de seis figuras de luces nuevas,1998-01,1998,es,trofeo_section,3111,head_tail_windows,1,COMM_02,chat_packet_346,5,False,False,3,2,AUTH|CRIT|PED,AUTH_03|CRIT_03|PED_02,True,legitimating,tradition|pedagogy|criticism,3,Pedro Bacán's flamenco artistry,False,False,Article text is truncated; codes are limited to visible beginning/end context and evidence window.,15,chat_packet_346_results.json
1998-01-27-left-una-iniciativa-valiosa,candil,Candil,Becas para el futuro: Una iniciativa valiosa,1998-01,1998,es,article,3413,head_tail_windows,1,COMM_03,chat_packet_347,1,False,False,3,1,AUTH|HERIT,AUTH_02|HERIT_01|HERIT_03,True,mixed,heritage|authenticity|criticism,3,flamenco as Andalusian popular patrimony and essential cultural practice,True,False,Truncated article; annotations are limited to visible context and evidence window.,11,chat_packet_347_results.json
1998-01-29-right-tientos-tangos-y-tanguillos,candil,Candil,"Tientos, tangos y tanguillos",1998-01,1998,es,essay_opinion,3314,head_tail_windows,1,CRIT_02,chat_packet_347,2,False,False,3,0,AUTH|CRIT,AUTH_03|CRIT_02|CRIT_03,True,legitimating,criticism|tradition,2,"tangos, tientos, and tanguillos as related flamenco cantes",False,True,Truncated article; annotations are limited to visible context and evidence window.,11,chat_packet_347_results.json
1998-01-32-left-la-microtonalidad-del-flamenco,candil,Candil,La microtonalidad del flamenco,1998-01,1998,es,essay_opinion,2913,full,0,,chat_packet_347,3,False,False,1,1,CRIT,CRIT_02,True,legitimating,criticism,1,microtonality as a source of flamenco sonic value,False,False,,0,chat_packet_347_results.json
1998-03-3-left-grabaciones-antiguas-y-selectas-,candil,Candil,Grabaciones antiguas y selectas del Flamenco,1998-03,1998,es,editorial,2747,full,0,,chat_packet_347,4,False,False,3,1,CRIT|HERIT,CRIT_01|CRIT_03|HERIT_03,True,legitimating,heritage|criticism,2,archival publication of old flamenco recordings and canonical artists,False,False,,0,chat_packet_347_results.json
1998-03-3-right-reflexiones-en-voz-baja,candil,Candil,Reflexiones en voz baja,1998-03,1998,es,essay_opinion,4166,head_tail_windows,2,"COMM_04, PED_03",chat_packet_347,5,False,False,3,2,AUTH|CRIT|HERIT,AUTH_04|CRIT_04|HERIT_01,True,mixed,authenticity|heritage|criticism,3,Arte Flamenco against commercialization and cultural neglect,True,True,Truncated article; annotations are limited to visible context and evidence windows.,11,chat_packet_347_results.json
1998-03-11-right-el-flamenco-en-los-poetas-sevill,candil,Candil,El Flamenco en los poetas sevillanos “Del 27”,1998-03,1998,es,article,3220,head_tail_windows,1,CRIT_01,chat_packet_348,1,False,False,3,0,AUTH|CRIT,AUTH_03|CRIT_01|CRIT_03,True,legitimating,criticism|tradition,2,Manuel Machado and flamenco poetry,False,False,"Truncated excerpt, but the visible span clearly supports canonization and tradition-continuity claims.",13,chat_packet_348_results.json
1998-03-17-left-cante-jondo,candil,Candil,Cante Jondo,1998-03,1998,es,article,541,full,0,,chat_packet_348,2,True,False,0,0,,,False,neutral,,0,,False,False,"Poetic imagery about cante jondo, but no explicit evaluative, authorizing, pedagogical, heritage, or boundary discourse.",15,chat_packet_348_results.json
1998-03-18-left-aurora-vargas-entrevista,candil,Candil,Aurora Vargas (entrevista),1998-03,1998,es,article,2723,head_tail_windows,1,AUTH_03,chat_packet_348,3,False,False,3,1,AUTH|CRIT,AUTH_03|CRIT_01|CRIT_02,True,legitimating,tradition|criticism,2,Aurora Vargas and contemporary flamenco,False,False,"The excerpt is truncated, so codes are limited to explicit visible claims about lineage, aesthetic criteria, and field-level evaluation.",20,chat_packet_348_results.json
1998-03-19-right-un-poco-de-formalidad-flamenca,candil,Candil,Un poco de formalidad flamenca,1998-03,1998,es,essay_opinion,2951,head_tail_windows,1,CRIT_01,chat_packet_348,4,False,False,4,1,AUTH|CRIT,AUTH_02|AUTH_03|CRIT_01|CRIT_04,True,mixed,authenticity|tradition|criticism,3,orthodox/pure flamenco versus theatrical or hybridized flamenco,True,True,"Strong boundary-policing passage; four codes are justified because purity, critic authority, evaluation, and rootedness are distinct discourse functions.",19,chat_packet_348_results.json
1998-03-21-right-breve-aproximaci-n-a-la-figura-d,candil,Candil,Breve aproximación a la figura de la escritora sevillana finisecular Gloria de la Prada,1998-03,1998,es,signed_piece,4641,head_tail_windows,2,"COMM_03, PED_02",chat_packet_348,5,False,False,2,2,AUTH|COMM,AUTH_03|COMM_04,True,contested,community|tradition,2,Gloria de la Prada's Andalusian/copla literary identity,True,False,The article is more literary than performance-focused; only the visible identity/roots framing around Andalusian song and authorship is coded.,21,chat_packet_348_results.json
1998-03-24-left-carmen-linares-como-siempre-sobe,candil,Candil,"Carmen Linares, como siempre, soberbia",1998-03,1998,es,essay_opinion,3542,full,0,,chat_packet_349,1,False,False,3,0,AUTH|CRIT,AUTH_03|CRIT_01|CRIT_02,True,legitimating,criticism|tradition,2,Carmen Linares's performance and flamenco interpretation of Lorca songs,False,False,,0,chat_packet_349_results.json
1998-03-24-right-fernanda-y-bernarda-giraldillas-,candil,Candil,"Fernanda y Bernarda, «Giraldillas Flamencas»",1998-03,1998,es,essay_opinion,3120,head_tail_windows,1,AUTH_04,chat_packet_349,2,False,False,4,0,AUTH|COMM|CRIT|PED,AUTH_03|COMM_02|CRIT_03|PED_02,True,legitimating,community|pedagogy|tradition|criticism,4,Fernanda and Bernarda and the Utrera cante tradition,False,False,,0,chat_packet_349_results.json
1998-03-26-right-el-cante-por-verdiales,candil,Candil,El cante por verdiales,1998-03,1998,es,essay_opinion,2570,head_tail_windows,1,CRIT_03,chat_packet_349,3,False,False,3,0,AUTH|CRIT|HERIT,AUTH_03|CRIT_03|HERIT_03,True,legitimating,tradition|heritage|criticism,3,verdiales and Málaga popular flamenco traditions,False,False,,0,chat_packet_349_results.json
1998-03-27-right-flamenca,candil,Candil,Discografía flamenca,1998-03,1998,es,article,3249,full,0,,chat_packet_349,4,False,False,3,0,CRIT|PED,CRIT_03|CRIT_04|PED_03,True,legitimating,criticism|pedagogy,2,"flamencology, bibliographic research, and canonical flamenco books",False,True,,0,chat_packet_349_results.json
1998-03-28-left-discograf-a-flamenca,candil,Candil,Discografía flamenca,1998-03,1998,es,article,2676,head_tail_windows,1,COMM_02,chat_packet_349,5,False,False,4,0,AUTH|COMM|CRIT,AUTH_04|COMM_02|CRIT_01|CRIT_02,True,legitimating,criticism|authenticity|community,3,Agujetas's recording and independent aficionado-backed production,True,False,,0,chat_packet_349_results.json
1998-03-29-right-premio-de-ensayo-gonz-lez-climen,candil,Candil,Premio de Ensayo «González Climent»,1998-03,1998,es,essay_opinion,2726,head_tail_windows,1,COMM_03,chat_packet_350,1,False,False,2,2,CRIT|PED,CRIT_01|PED_03,True,legitimating,pedagogy|criticism,2,institutional flamenco essay research,False,False,,0,chat_packet_350_results.json
1998-05-3-right-editorial,candil,Candil,Editorial,1998-05,1998,es,article,2834,full,0,,chat_packet_350,2,False,False,3,1,AUTH|CRIT,AUTH_01|CRIT_03|CRIT_04,True,legitimating,criticism|authenticity,2,Lorca's flamenco significance,False,True,,0,chat_packet_350_results.json
1998-05-4-left-una-existencia-intensa,candil,Candil,Una existencia intensa $ ^{*} $,1998-05,1998,es,article,3725,head_tail_windows,1,HERIT_02,chat_packet_350,3,True,False,0,3,,,False,neutral,,0,,False,False,Visible excerpt is biographical and literary; no flamenco-specific discourse function is clear enough to emit.,16,chat_packet_350_results.json
1998-05-14-left-canci-n-de-jinete-poema,candil,Candil,Canción de jinete (poema),1998-05,1998,es,article,409,full,0,,chat_packet_350,4,True,False,0,0,,,False,neutral,,0,,False,False,"Poetic text only; no explicit flamenco evaluative, authorizing, pedagogical, communal, or heritage discourse.",13,chat_packet_350_results.json
1998-05-14-right-garc-a-lorca-y-el-flamenco-un-am,candil,Candil,"García Lorca y el flamenco, un amor correspondido",1998-05,1998,es,essay_opinion,2975,head_tail_windows,1,AUTH_03,chat_packet_350,5,False,False,3,1,AUTH|CRIT,AUTH_03|CRIT_03|CRIT_04,True,legitimating,criticism|tradition,2,Lorca-flamenco relationship,False,True,,0,chat_packet_350_results.json
1998-05-19-left-caf-cantante-poema,candil,Candil,Café cantante (poema),1998-05,1998,es,article,282,full,0,,chat_packet_351,1,True,False,0,0,,,False,neutral,,0,,False,False,"Poetic imagery is visible, but it does not make an evaluative, authorizing, pedagogical, communal, heritage, or critical discourse claim under the codebook.",22,chat_packet_351_results.json
1998-05-19-right-jondo-es-federico,candil,Candil,Jondo es Federico,1998-05,1998,es,article,4476,head_tail_windows,1,PED_02,chat_packet_351,2,False,False,3,1,AUTH|COMM|CRIT,AUTH_03|COMM_04|CRIT_02,True,legitimating,authenticity|tradition|criticism|community,4,Lorca's work as jondo art rooted in Andalusian identity and human experience,False,True,"The excerpt is truncated, but the visible definition of lo jondo and the identity framing of Lorca are sufficiently explicit for coding.",22,chat_packet_351_results.json
1998-05-24-left-saeta-poema,candil,Candil,Saeta (poema),1998-05,1998,es,article,311,full,0,,chat_packet_351,3,True,False,0,0,,,False,neutral,,0,,False,False,"The visible text is a poem and does not contain a codeable discourse move about flamenco authority, heritage, pedagogy, community, or criticism.",22,chat_packet_351_results.json
1998-05-26-right-lorca-y-gasch-apasionados-por-el,candil,Candil,"Lorca y Gach, apasionados por el Flamenco",1998-05,1998,es,editorial,2990,head_tail_windows,1,COMM_04,chat_packet_351,4,False,False,3,1,COMM|CRIT|PED,COMM_04|CRIT_02|PED_01,True,legitimating,pedagogy|community|criticism,3,Lorca as an authoritative mediator of flamenco knowledge and jondo aesthetics for Gasch,False,True,"The excerpt is truncated, but the visible passage directly authorizes Lorca as Gasch's teacher and frames jondo through aesthetic criteria.",21,chat_packet_351_results.json
1998-05-39-left-el-romancero-otra-vez,candil,Candil,"El Romancero, otra vez",1998-05,1998,es,essay_opinion,5289,head_tail_windows,1,PED_02,chat_packet_351,5,True,False,0,2,,,False,neutral,,0,,False,False,Conservative non-emission: the visible excerpt is literary criticism of Lorca rather than a codeable flamenco discourse claim.,18,chat_packet_351_results.json
1998-05-43-left-retrato-de-silverio-franconetti,candil,Candil,Retrato de Silverio Franconetti,1998-05,1998,es,article,493,full,0,,chat_packet_352,1,False,False,2,2,CRIT,CRIT_01|CRIT_02,True,legitimating,criticism,1,Silverio Franconetti as a powerful and creative cantaor,False,False,Poetic language is coded only where it performs clear evaluation of the flamenco artist or cante.,16,chat_packet_352_results.json
1998-05-43-right-importancia-hist-rica-y-art-stic,candil,Candil,Importancia histórica y artística del Primitivo Canto Andaluz llamado «Cante Jondo»,1998-05,1998,es,article,4028,head_tail_windows,1,PED_02,chat_packet_352,2,False,False,4,3,AUTH|CRIT|HERIT,AUTH_02|AUTH_03|CRIT_04|HERIT_03,True,legitimating,heritage|authenticity|tradition|criticism,4,"cante jondo as endangered, profound, and culturally authoritative Andalusian art",True,True,"The article is truncated, but the visible excerpt contains enough explicit safeguarding, boundary, and definitional discourse to code confidently.",19,chat_packet_352_results.json
1998-05-50-left-teor-a-y-juego-del-duende,candil,Candil,Teoría y juego del Duende,1998-05,1998,es,article,3411,head_tail_windows,1,CRIT_02,chat_packet_352,3,False,False,2,3,CRIT,CRIT_02|CRIT_04,True,legitimating,criticism,1,duende as an authoritative aesthetic criterion for flamenco and broader Spanish art,False,True,"The article is truncated, but the visible duende discussion is sufficient for aesthetic-criteria coding.",15,chat_packet_352_results.json
1998-05-54-left-el-poeta-de-granada,candil,Candil,El poeta de Granada (poema),1998-05,1998,es,article,4112,full,0,,chat_packet_352,4,False,False,2,3,CRIT,CRIT_01|CRIT_03,True,legitimating,criticism,1,Federico García Lorca as a canonical poet and influential figure in cante jondo discourse,False,False,Most of the poem is elegiac; codes are based on explicit evaluative and canonizing prose near the end.,18,chat_packet_352_results.json
1998-09-3-left-editorial,candil,Candil,Editorial,1998-09,1998,es,editorial,4146,full,0,,chat_packet_352,5,False,False,4,3,COMM|CRIT,COMM_02|CRIT_01|CRIT_02|CRIT_03,True,legitimating,criticism|community,2,"contemporary flamenco events, artists, and aficionado-supported institutional activity",False,False,"The editorial contains broad event reporting, but the emitted codes are limited to explicit evaluation, hierarchy, aesthetic criteria, and aficionado authority.",21,chat_packet_352_results.json
1998-09-3-right-el-sitio-de-lucena-en-el-arte-fl,candil,Candil,El sitio de Lucena en el Arte Flamenco,1998-09,1998,es,article,4625,head_tail_windows,2,"CRIT_03, HERIT_03",chat_packet_353,1,False,False,3,1,CRIT|PED,CRIT_02|CRIT_03|PED_03,True,legitimating,criticism|pedagogy,2,local flamenco styles and their correct performance,False,True,Truncated article; annotations are limited to the visible discussion of Marín's method and local style distinctions.,17,chat_packet_353_results.json
1998-09-9-right-los-fandangos-de-lucena-un-libro,candil,Candil,"“Los fandangos de Lucena”, un libro de Paco Calzado",1998-09,1998,es,article,3417,head_tail_windows,1,CRIT_01,chat_packet_353,2,False,False,3,2,HERIT,HERIT_01|HERIT_02|HERIT_03,True,legitimating,heritage,1,cante jondo and the study of Lucena fandangos,False,True,Truncated article; coding focuses on the visible heritage and institutional-support frame.,12,chat_packet_353_results.json
1998-09-12-right-cr-nica-del-xxvi-congreso-de-art,candil,Candil,Crónica del XXVI Congreso de Arte Flamenco,1998-09,1998,es,article,3747,head_tail_windows,2,"CRIT_01, COMM_01",chat_packet_353,3,False,False,3,2,COMM|HERIT|PED,COMM_02|HERIT_03|PED_03,True,legitimating,community|pedagogy|heritage,3,congress-based flamenco study and preservation,False,False,"Truncated chronicle; visible evidence supports community, learning, and safeguarding more than performance review.",13,chat_packet_353_results.json
1998-09-16-right-manolo-de-caracol-a-prop-sito-de,candil,Candil,"Manolo Caracol, a propósito del “Niño Caracol”",1998-09,1998,es,essay_opinion,4103,full,0,,chat_packet_353,4,False,False,4,1,COMM|CRIT,COMM_04|CRIT_02|CRIT_03|CRIT_04,True,mixed,criticism|community,2,Manolo de Badajoz and his recognition within flamenco history,True,True,,0,chat_packet_353_results.json
1998-09-17-right-rafael-do-a-fern-ndez,candil,Candil,Rafael Doña Fernández (Entrevista),1998-09,1998,es,article,4153,head_tail_windows,1,CRIT_02,chat_packet_353,5,False,False,3,2,CRIT|PED,CRIT_04|PED_01|PED_02,True,mixed,pedagogy|criticism,2,Rafael Doña's flamenco knowledge and audience standards,True,True,"Truncated interview; the ending is cut mid-sentence, but enough visible evidence supports the audience-standards critique.",17,chat_packet_353_results.json
1998-09-25-left-cr-nica-del-xv-concurso-de-arte-,candil,Candil,Crónica del XV Concurso de Arte Flamenco de Córdoba,1998-09,1998,es,essay_opinion,2946,head_tail_windows,1,AUTH_03,chat_packet_354,1,False,False,3,1,AUTH|CRIT,AUTH_03|CRIT_01|CRIT_02,True,legitimating,tradition|criticism,2,the Concurso Nacional de Arte Flamenco de Córdoba and its performers,False,False,"Truncated excerpt, but the visible beginning and review language provide enough evidence for the emitted codes.",16,chat_packet_354_results.json
1998-09-28-right-flamenca,candil,Candil,Discografia Flamenca,1998-09,1998,es,article,3350,head_tail_windows,1,CRIT_04,chat_packet_354,2,False,False,3,1,COMM|CRIT,COMM_04|CRIT_01|CRIT_02,True,legitimating,criticism|community,2,the recording 'Flamenco de Jerez a los Puertos' and its local cantaor traditions,False,False,"The review evaluates the recording through technical/aesthetic criteria and local identity, not through a strong exclusionary authenticity boundary.",19,chat_packet_354_results.json
1998-11-11-right-origen-y-proyecci-n-flamenca-del,candil,Candil,Origen y proyección flamenca del Fandango de Lucena,1998-11,1998,es,article,3723,head_tail_windows,1,CRIT_03,chat_packet_354,3,False,False,3,1,AUTH|CRIT,AUTH_03|CRIT_03|CRIT_04,True,legitimating,tradition|criticism,2,the Fandango de Lucena and flamenco historical research,False,True,"The article is scholarly and definitional; emitted codes focus on research authority, origins, and hierarchical valuation.",16,chat_packet_354_results.json
1998-11-17-left-b-el-fandango-de-lucena,candil,Candil,El Fandango de Lucena,1998-11,1998,es,article,4529,head_tail_windows,1,HERIT_03,chat_packet_354,4,False,False,1,2,CRIT,CRIT_04,True,legitimating,criticism,1,the Fandango de Lucena as a musicological object,False,True,Mostly technical analysis; only the expert-authority function is coded.,10,chat_packet_354_results.json
1998-11-24-right-manuel-vila-el-gran-olvidado-del,candil,Candil,"Manuel Ávila, el gran olvidado del Congreso de Lucena",1998-11,1998,es,essay_opinion,3247,full,0,,chat_packet_354,5,False,False,3,1,CRIT|PED,CRIT_03|CRIT_04|PED_02,True,mixed,criticism|pedagogy,2,Manolo Ávila and the Congress of Lucena's historical framing,True,True,The article both legitimates Ávila and delegitimates the congress's omission of him.,13,chat_packet_354_results.json
1998-11-25-left-letras-flamencas,candil,Candil,Letras flamencas,1998-11,1998,es,article,163,full,0,,chat_packet_355,1,True,False,0,0,,,False,neutral,,0,,False,False,"Short lyric excerpt only; no visible evaluative, authorizing, pedagogical, heritage, community-boundary, or critical discourse.",15,chat_packet_355_results.json
1998-11-25-right-fernando-el-de-la-morena,candil,Candil,Fernando “el de la Morena”,1998-11,1998,es,essay_opinion,3402,head_tail_windows,1,HERIT_03,chat_packet_355,2,False,False,4,2,AUTH|COMM|CRIT|PED,AUTH_03|COMM_02|CRIT_02|PED_02,True,legitimating,tradition|community|pedagogy|criticism,4,Fernando el de la Morena's flamenco formation and criteria of value,False,True,Codes are based only on the visible review excerpt; retrieval hint is not treated as a label.,17,chat_packet_355_results.json
JALEO_1977_08::A1,jaleo,Jaleo,WHY A FLAMENCO ASSOCIATION?,JALEO_1977_08,1977,en,editorial,3155,full,0,,chat_packet_001,1,False,False,2,2,COMM,COMM_02|COMM_03,True,legitimating,community,1,creation of a San Diego flamenco association and its participatory infrastructure,False,False,Administrative membership details were not coded.,6,chat_packet_001_results.json
JALEO_1977_08::A2,jaleo,Jaleo,JUERGA REPORT,JALEO_1977_08,1977,en,article,3274,full,0,,chat_packet_001,2,False,False,3,2,COMM|CRIT|PED,COMM_03|CRIT_01|PED_02,True,legitimating,community|pedagogy|criticism,3,local juergas as participatory and transmissive flamenco spaces,False,False,OCR errors such as 'pople' and 'pintiful' do not prevent interpretation.,11,chat_packet_001_results.json
JALEO_1977_08::A3,jaleo,Jaleo,COMING UP,JALEO_1977_08,1977,en,event,2473,full,0,,chat_packet_001,3,False,False,2,2,COMM|PED,COMM_03|PED_03,True,legitimating,pedagogy|community,2,the juerga as an inclusive participatory learning space,False,False,Membership form and directions were treated as administrative content.,9,chat_packet_001_results.json
JALEO_1977_08::A4,jaleo,Jaleo,SEVILLANAS,JALEO_1977_08,1977,en,article,2894,full,0,,chat_packet_001,4,False,False,2,3,PED,PED_01|PED_02,True,legitimating,pedagogy,1,sevillanas knowledge learned through a teacher and oral rhythmic practice,False,False,"The article includes descriptive dance history, but only the pedagogical passages were coded.",13,chat_packet_001_results.json
JALEO_1977_08::A5,jaleo,Jaleo,SEVILLANAS SIN GUITARRA,JALEO_1977_08,1977,en,article,2866,head_tail_windows,1,PED_02,chat_packet_001,5,False,False,2,2,PED,PED_02|PED_03,True,legitimating,pedagogy,1,sevillanas and castanet knowledge made accessible through notation and embodied instruction,False,False,"Review text is truncated; coding is limited to the visible beginning, evidence window, and ending context.",16,chat_packet_001_results.json
JALEO_1977_08::A6,jaleo,Jaleo,SEVILLANAS CASTANETS,JALEO_1977_08,1977,en,article,4426,head_tail_windows,1,COMM_04,chat_packet_002,1,False,False,2,2,PED,PED_01|PED_02,True,legitimating,pedagogy,1,Teresa's mediation of sevillanas knowledge,False,False,Article is truncated; codes are based only on the visible pedagogical discussion.,12,chat_packet_002_results.json
JALEO_1977_08::A7,jaleo,Jaleo,SEVILLA,JALEO_1977_08,1977,en,poem,2105,head_tail_windows,1,CRIT_02,chat_packet_002,2,False,False,1,2,PED,PED_03,True,legitimating,pedagogy,1,technical access to sevillanas castanet practice,False,False,"The visible text is partly OCR-damaged, but the instructional castanet notation is still clear enough to code.",18,chat_packet_002_results.json
JALEO_1977_08::A8,jaleo,Jaleo,SEVILLANAS GUITAR,JALEO_1977_08,1977,en,other,759,full,0,,chat_packet_002,3,False,False,1,2,PED,PED_03,True,legitimating,pedagogy,1,accessible learning of sevillanas guitar,False,False,,0,chat_packet_002_results.json
JALEO_1977_09::A1,jaleo,Jaleo,i FANDANGOS!,JALEO_1977_09,1977,en,other,3062,full,0,,chat_packet_002,4,False,False,2,2,CRIT|PED,CRIT_02|PED_03,True,legitimating,pedagogy|criticism,2,understanding and classification of fandangos,False,False,,0,chat_packet_002_results.json
JALEO_1977_09::A2,jaleo,Jaleo,FANDANGOS STYLES,JALEO_1977_09,1977,en,other,3985,full,0,,chat_packet_002,5,False,False,2,2,COMM|PED,COMM_02|PED_03,True,legitimating,pedagogy|community,2,knowledgeable differentiation of regional fandangos styles,False,False,,0,chat_packet_002_results.json
JALEO_1977_09::A3,jaleo,Jaleo,FANDANGOS VERSE,JALEO_1977_09,1977,en,other,302,full,0,,chat_packet_003,1,False,False,1,1,PED,PED_03,True,legitimating,pedagogy,1,fandangos verse learning at the juerga,False,False,,0,chat_packet_003_results.json
JALEO_1977_09::A4,jaleo,Jaleo,ANNIVERSARY JUERGA,JALEO_1977_09,1977,en,other,676,full,0,,chat_packet_003,2,False,False,1,2,CRIT,CRIT_01,True,legitimating,criticism,1,Tony and Alba Pixslay as performers,False,False,,0,chat_packet_003_results.json
JALEO_1977_09::A5,jaleo,Jaleo,JUERGAS,JALEO_1977_09,1977,en,other,696,full,0,,chat_packet_003,3,False,False,1,1,PED,PED_03,True,legitimating,pedagogy,1,juerga as a learning setting,False,False,,0,chat_packet_003_results.json
JALEO_1977_09::A6,jaleo,Jaleo,AUGUST JUERGA A SMASH!,JALEO_1977_09,1977,en,other,1847,full,0,,chat_packet_003,4,False,False,3,2,COMM|CRIT|PED,COMM_03|CRIT_01|PED_03,True,legitimating,criticism|pedagogy|community,3,the August juerga and its participants,False,False,,0,chat_packet_003_results.json
JALEO_1977_09::A7,jaleo,Jaleo,ROCÍO,JALEO_1977_09,1977,en,other,5792,full,0,,chat_packet_003,5,False,False,5,2,AUTH|COMM|PED,AUTH_01|AUTH_04|COMM_01|COMM_03|PED_02,True,legitimating,authenticity|community|pedagogy,3,Rocío as a site for experiencing and learning flamenco,True,False,,0,chat_packet_003_results.json
JALEO_1977_09::A8,jaleo,Jaleo,LA LUZ,JALEO_1977_09,1977,en,other,959,full,0,,chat_packet_004,1,False,False,1,2,CRIT,CRIT_01,True,legitimating,criticism,1,soleares,False,False,,0,chat_packet_004_results.json
JALEO_1977_09::A9,jaleo,Jaleo,MORCA,JALEO_1977_09,1977,en,other,1459,full,0,,chat_packet_004,2,False,False,2,1,CRIT|PED,CRIT_01|PED_01,True,legitimating,criticism|pedagogy,2,Teodoro Morca,False,False,,0,chat_packet_004_results.json
JALEO_1977_10::A1,jaleo,Jaleo,SOLEARES,JALEO_1977_10,1977,en,other,4161,full,0,,chat_packet_004,3,False,False,3,2,CRIT,CRIT_02|CRIT_03,True,legitimating,criticism,1,soleares,False,True,,0,chat_packet_004_results.json
JALEO_1977_10::A2,jaleo,Jaleo,THE SPANISH TABLAO,JALEO_1977_10,1977,en,other,4793,full,0,,chat_packet_004,4,False,False,3,3,CRIT,CRIT_01|CRIT_04,True,mixed,criticism,1,Spanish tablao performance,True,True,,0,chat_packet_004_results.json
JALEO_1977_10::A3,jaleo,Jaleo,LA LUZ,JALEO_1977_10,1977,en,other,2247,full,0,,chat_packet_004,5,False,False,2,3,COMM|CRIT,COMM_03|CRIT_01,True,legitimating,community|criticism,2,Louis Hendrix and admired flamenco performers,False,False,,0,chat_packet_004_results.json
JALEO_1977_10::A4,jaleo,Jaleo,JUERGAS,JALEO_1977_10,1977,en,other,2583,full,0,,chat_packet_005,1,False,False,3,1,COMM|CRIT,COMM_03|CRIT_01|CRIT_02,True,legitimating,community|criticism,2,the September juerga and its participatory flamenco sociality,False,False,,0,chat_packet_005_results.json
JALEO_1977_10::A5,jaleo,Jaleo,OCTOBER JUERGA,JALEO_1977_10,1977,en,other,1553,full,0,,chat_packet_005,2,False,False,2,1,COMM|PED,COMM_03|PED_03,True,legitimating,community|pedagogy,2,participatory juerga learning,True,False,,0,chat_packet_005_results.json
JALEO_1977_12::A1,jaleo,Jaleo,JUERGAS,JALEO_1977_12,1977,en,other,1345,full,0,,chat_packet_005,3,False,False,2,2,COMM|PED,COMM_03|PED_02,True,legitimating,pedagogy|community,2,informal participatory learning at the November juerga,False,False,,0,chat_packet_005_results.json
JALEO_1977_12::A2,jaleo,Jaleo,NEW YEAR'S EVE JUERGA!,JALEO_1977_12,1977,en,other,962,full,0,,chat_packet_005,4,True,False,0,0,,,False,neutral,,0,,False,False,"Event logistics and invitations do not clearly evaluate, authorize, teach, transmit, preserve, or define flamenco belonging.",16,chat_packet_005_results.json
JALEO_1977_12::A3,jaleo,Jaleo,GRAPES OF NEW YEAR'S EVE,JALEO_1977_12,1977,en,other,932,full,0,,chat_packet_005,5,True,False,0,1,,,False,neutral,,0,,False,False,The new-member list and holiday custom are not sufficient evidence for flamenco-related discourse coding.,16,chat_packet_005_results.json
JALEO_1977_12::A4,jaleo,Jaleo,LETTERS,JALEO_1977_12,1977,en,other,4550,full,0,,chat_packet_006,1,False,False,2,1,COMM|CRIT,COMM_04|CRIT_02,True,mixed,criticism|community,2,flamenco ensemble performance and gendered stage success,False,False,,0,chat_packet_006_results.json
